llm_row_number,article_id_schema,sentence_id_schema,stable_sentence_id,stable_article_id,party_mentioned
111,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f919ca830b01e9f8af1f6c066cde322c96ed7280ccea4c6d8ae4d91b85050696,art_v1_9b5dece7a5f4b25becf28d33cb0877868e8c92a982f72878ff0e4b56298e8c8a,republican
112,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_26a65f1d070b82f5cd961b0e529b8737f6a20f486ecf24634e8a63bcdac009de,art_v1_9b5dece7a5f4b25becf28d33cb0877868e8c92a982f72878ff0e4b56298e8c8a,democrat
113,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_08c1f8e83980fad1eb5611db272016300d542cf7b4e3096fdeb3771cadb676d0,art_v1_9b5dece7a5f4b25becf28d33cb0877868e8c92a982f72878ff0e4b56298e8c8a,democrat
114,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_5a84ec05ceb36c677e4f5b76be6669499c620a58ee6dc75e8581482f047de9b5,art_v1_9b5dece7a5f4b25becf28d33cb0877868e8c92a982f72878ff0e4b56298e8c8a,democrat
115,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_85448452459063b4ada8d667a9906436ba375e8fb858ab85465b9f7cc5bd7524,art_v1_9b5dece7a5f4b25becf28d33cb0877868e8c92a982f72878ff0e4b56298e8c8a,democrat
116,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4940710daeb8fdcda6b68662dd8d4e7f2e550f1bb8dc9a8209892e110c54616e,art_v1_958c606b09c42b210c5cbf7f96095dc0b48886a82b6bb6940cca6c0a1880951d,republican
117,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_baf84db6f3fd4b1bcc904d77d8af172c9d685fe30ccb3318b8ac3996d04b0209,art_v1_16f44318ccba6585e06506b5c9a55b180d139b8f5903a1cc752b370672fb1291,democrat
118,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_bbabf6ddf975cabfe91b9129f1b4cdab8c8f3cc4565eb9577e5b084682f362d0,art_v1_de77a9bb691540f63f1b138ec639115c197db99f1bb9c4719407261eb078adc0,republican
119,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4a3598803737806667ac9084dc3628e00acc5451cf7fbfb567c8030f3b8ac0ac,art_v1_de77a9bb691540f63f1b138ec639115c197db99f1bb9c4719407261eb078adc0,republican
120,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_264ce64059accc90bb7e62e2a29ef4183a6b217bc52e919f40465a289f11aa06,art_v1_de77a9bb691540f63f1b138ec639115c197db99f1bb9c4719407261eb078adc0,republican
121,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b79b2c810b1a3a6429deb6943d2752034c5938a54348a9e71055497c7c4d2693,art_v1_de77a9bb691540f63f1b138ec639115c197db99f1bb9c4719407261eb078adc0,democrat
122,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_71154de30ad0bf563b739302ba109eb049f579a82a9f64a5ab809f391fec315f,art_v1_d28e2d7aec9435e72d5dc0dc7df10f013e5dcdf7ed88c2bda7e8a3a63fa22e7c,democrat
123,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9f2c514549400c1e4f55607c6aba659b8d9de54d3d001d11e4a9a548b4770095,art_v1_d28e2d7aec9435e72d5dc0dc7df10f013e5dcdf7ed88c2bda7e8a3a63fa22e7c,democrat
124,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b14e814244e2e37e794f1afa2c8a4ea7ad88665169aec9f1fdc12d06a57a14ca,art_v1_d28e2d7aec9435e72d5dc0dc7df10f013e5dcdf7ed88c2bda7e8a3a63fa22e7c,democrat
125,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9dce238887cc3d9e20f9afd7d73ebc31a9ece653c20ac71ab9f6355ddabf076c,art_v1_f71e04c7cd241ad523bd12c33c9cb09b24fd51cbcda9431deebabb7d882dd405,republican
126,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_17152d343298b989e013c8d45095c7d2cb4739435269d24e380892fd9414229d,art_v1_f71e04c7cd241ad523bd12c33c9cb09b24fd51cbcda9431deebabb7d882dd405,republican
127,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_445a0878997a63075c1602662bf8f91ae777f0d21199dc3b841ed4dc93fa2beb,art_v1_f71e04c7cd241ad523bd12c33c9cb09b24fd51cbcda9431deebabb7d882dd405,republican
128,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_12c959edb6964a99a1b7374f4b51e98b4cdd5a2e7edce93331f3a8d3d5d6092a,art_v1_f71e04c7cd241ad523bd12c33c9cb09b24fd51cbcda9431deebabb7d882dd405,democrat
129,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_59273c84bd23cd33d915dbebf5d422379e02fde704b1a6e1bdda7ea8f2c20233,art_v1_0e7202243b1368f8ca7d88dfbe434606b7d368c9d05be571965300f52cb23df5,democrat
130,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c222ca0ca6920e17d49dbdb2471ea09ee7c335036a43892d2e4e826b81b51235,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
131,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a638e57a0e6b96fcc10b38d5b33a81c96cf03d23eef67ed9385b47daa978cb6e,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
132,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f5b1c5f851d1506be4453a7a9f5b0acf11175b4ce1dc94f65eb59934fa28a1f0,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
133,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fb14dcbc2daf72cbffcf394f8b8bb1c1e6bf82db71e502d21d053fbb286dbd6c,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
134,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9025470db91e94bdd56bfd9d3b385888d2e27868ffd916d0eff785a0c0ba42aa,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
135,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0db90b160a4e059e0965f57e3f354dce0f96268e23977956ae5e2c777c3f82fa,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
136,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8f914ef9c422397aa83ba1ac70c82738c6abdce33295af90d5b1ae8a05bc4fa4,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
137,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ec31cef2f1434b9d5916ebb8912896dbe13a941bb767e77389b62fe3d6c4c106,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
138,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_adf0ad677dec56a87040404ce1a810657a6cfb14130eb18bbfa1b82ca9de3ce1,art_v1_4e69e5e1135c229898d44372823629b8498ec03b5e78c03d47b26982f4b986ee,democrat
139,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_93062398e9379b4af8d9c63a58eb07d9e15a855234f62386ca56ffdf8e4f2c65,art_v1_d7dde96b2078cc9f4863461087a4c70115cdc76788f14ad35454100c441ac765,republican
140,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_129dda06abec3c822388a56a3e37ac6428f69106666a12c09d165534516930e9,art_v1_d7dde96b2078cc9f4863461087a4c70115cdc76788f14ad35454100c441ac765,republican
141,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_93ac0b72c204862f3ecd83e2e44ba0f07fa037152d6ff89feb683b1fd771475d,art_v1_d7dde96b2078cc9f4863461087a4c70115cdc76788f14ad35454100c441ac765,democrat
142,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_26f9f268242cd92c3a9d45233824dba3a888fe9b0f10d1c2708b77b7ac02ac6f,art_v1_d7dde96b2078cc9f4863461087a4c70115cdc76788f14ad35454100c441ac765,democrat
143,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_08eb5115ec4edf407470154781e6dba3fb3665569181342a840bd693859a2ddf,art_v1_e7896471179a0ffe76d2bfce09219b896d6319b1fd9eda28afa411c914389e0a,democrat
144,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8aa958264d9036c91a6aa46970ff1aa4d9f9fe5a56a48966f9ab9369a70c9df0,art_v1_e7896471179a0ffe76d2bfce09219b896d6319b1fd9eda28afa411c914389e0a,democrat
145,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fa23106acf2c94bdedb3c6a980cf35154812e558a57c7c122f977e9be8f11328,art_v1_e7896471179a0ffe76d2bfce09219b896d6319b1fd9eda28afa411c914389e0a,democrat
146,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_cbccbc7e16b358077435ccc28d799bcaf4ec176d362d3f337cb4e35c3a3a3e98,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,republican
147,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2501404c0d587737a9c80cf92c5b9ae1057226e3c88c1bf7e3a5c88272b40665,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,democrat
148,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0f1d263f2a318b3f54fb1c44a17bd1a73a935e0264e97377d3897925e9b2cadf,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,democrat
149,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_483010b2c83e31f6a5d0f51be8866fa5d4fe1113ce4be71cfa39fef401bfa9b1,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,democrat
150,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_51924c6275f42d20ed890869ade0e1b72a5368e7fa90a80cb8e8593fb1105e8e,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,democrat
151,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_efe9765f31a709cf319a2c6f5ff1a0e9382c75887d422ab7d783882963249001,art_v1_d484b54605a621b070d5df0f86a09378a384d23531324fb8542bc85385108cce,democrat
152,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b71efbfaba7f82da7663b42aaeca5ff5bc8b836dd3473f11960d0bf9ceef3934,art_v1_04829337911ea5fe6f6ed69eda22fc9e8be88a41b600158fe8c047ef9e5a80df,democrat
153,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_79ddd7564c9737370fc43bc1ee5e23dc1aea3a9f180c873bd69e74d328aee2c0,art_v1_04829337911ea5fe6f6ed69eda22fc9e8be88a41b600158fe8c047ef9e5a80df,democrat
154,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_310f0888586cb5805e4b030b6f9c55eb5717ed5d061cbf432255118b7301b352,art_v1_04829337911ea5fe6f6ed69eda22fc9e8be88a41b600158fe8c047ef9e5a80df,democrat
155,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_60db46c2d5ab0bf715c1e6a283d86600176ce5d20178f9cae84179f3c7c4924f,art_v1_04829337911ea5fe6f6ed69eda22fc9e8be88a41b600158fe8c047ef9e5a80df,democrat
156,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_26287f245d8bdc63bfdb4517027a7d4655829f87ea0b916bc427b5e75994f1db,art_v1_04829337911ea5fe6f6ed69eda22fc9e8be88a41b600158fe8c047ef9e5a80df,democrat
157,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b57c819e3a6f7184911fcc8a833c89682a76c5207989611b1194e702c626a8fb,art_v1_acca98671757526652103cf0f61f8635f9352409c5f3f08c6a3a034f70e88492,democrat
158,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f908874d476d8f4f392a70662c63950f41e83b073e15f3769371d52f8ffaf519,art_v1_f80ab953ebee1733c0c766cdd516393128e2342f9a9038ca3c19cb6146b097c4,democrat
159,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_da933f56995c6e9960e78210bd7de0ba990574887cbb1ff8d58927d1ce423c87,art_v1_e8a22eb355e087c0c305f5b8bf0f3ea83cc77104d8742f1a32a48ae91e4930f9,democrat
160,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_248f955f2de696f0471e0b7ea8f48b38756ffacf43468af1107c813314dcb431,art_v1_e8a22eb355e087c0c305f5b8bf0f3ea83cc77104d8742f1a32a48ae91e4930f9,democrat
161,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_3d1c21648153fbe184df04074027a89d34f56acaf8e7e295e65eb3b14fe47001,art_v1_059b77a681162fa08a8adb2621f5e630e4137f0b819d00720479ca5862a60142,republican
162,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b523af92dfcebc2d5604003eac97ce920b63d84a896c6646a81d92949f5adf5c,art_v1_059b77a681162fa08a8adb2621f5e630e4137f0b819d00720479ca5862a60142,democrat
163,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_689d65e63934fc34692415a23a657c823a77acb337bf1ab58e8f42a27ecee5e4,art_v1_059b77a681162fa08a8adb2621f5e630e4137f0b819d00720479ca5862a60142,democrat
164,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_64d0f39a10fe124d30be79048c702be0303cf110c5b3cd29f012e740f074ba59,art_v1_059b77a681162fa08a8adb2621f5e630e4137f0b819d00720479ca5862a60142,democrat
165,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_717af0697726d506a58b164845ff84b196bc7863f94bd8526b3dd2fde8ee9d41,art_v1_059b77a681162fa08a8adb2621f5e630e4137f0b819d00720479ca5862a60142,democrat
166,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8f2f877f623be17a83a2743700c13bda17f52a5b94dedeaaa7d44e47e2ba0033,art_v1_fb3534914c02d53db54ca6d8aa4e69ab81d7a20b51bcd6e99492daa73774461d,democrat
167,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_19d730b2265ee21ddc363ee51f01a4284ec810428036e51ac62ef94224e27232,art_v1_fb3534914c02d53db54ca6d8aa4e69ab81d7a20b51bcd6e99492daa73774461d,democrat
168,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_39c7cc6e7fc40b7ba0a669858f8d13628251c5a520c58682190fb30a9637c6aa,art_v1_090bd38192604e5c43e8bcfb1bd3c6a313d4c3645bc9a937b4c95e8cb6278dee,democrat
169,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0458b03ff5eb91266dcbc7a4af2d71aed266a1c718029d8abfd53b87d4668371,art_v1_5c72c984ea142fbd75dd7b9649286d107c7d00649b580696dfdde98be7c2c973,democrat
170,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_f325037554f24816d9c16371823e5e256724364785a134c8f11305d710d33da4,art_v1_5c72c984ea142fbd75dd7b9649286d107c7d00649b580696dfdde98be7c2c973,democrat
171,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_14ae5c726e023aa0f1c1373949fafd79b382e1506db279c7dc46ba122d74cf8c,art_v1_843063bee2885997edc74da63375a4e191eecd15ad81041a9444513354adbd08,republican
172,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ba7ed92990046469058a249b5a80f999b3809cd97a33c02dacb684098f2c5bbb,art_v1_26b77f7125d734e481abeabdace169d1c8370d8693bdbbed827f7dce7909ed8e,democrat
173,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_afa4345589d3e786f95a122aaf35e762f005a69585f4085a7d8bd9a8cd71be83,art_v1_26b77f7125d734e481abeabdace169d1c8370d8693bdbbed827f7dce7909ed8e,democrat
174,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_14765b778d44af557910c08bbc189edde98534870551326caaa1bd24d0930310,art_v1_26b77f7125d734e481abeabdace169d1c8370d8693bdbbed827f7dce7909ed8e,democrat
175,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a77af2127dded552b85f4bf839dd5da9a9f3bc98743ade4e167842966f88ee4e,art_v1_ad3d3f82a2abf1526bd4c54937aa82e56961c9198ed3132f30f2cd1f7fea9b2c,republican
176,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_37f403b604beb2e9fcce1584a05b0d8159ad06124a262b7e86c50019f09c5943,art_v1_6a1747403692ac80aee537d1aa08978a9c593f3717046c5bc71ac4c4dcac8ba1,democrat
177,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fac62f9e59453b452c4fcf57893aab54d36c556284287512985c18e49cd0c124,art_v1_6a1747403692ac80aee537d1aa08978a9c593f3717046c5bc71ac4c4dcac8ba1,democrat
178,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_8d7f906993ac7bb7c0643ed9f588fab39a5f08853aed2d047664ab2e70440411,art_v1_6a1747403692ac80aee537d1aa08978a9c593f3717046c5bc71ac4c4dcac8ba1,democrat
179,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c3538b303a394cbdfb61462e9e44dec859a75738deefab5dc90546a9f4555c7b,art_v1_6a1747403692ac80aee537d1aa08978a9c593f3717046c5bc71ac4c4dcac8ba1,democrat
180,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a372ef2d27414d6ad9252ed8c6da634681b20b8084c23e945a954fa2c000706c,art_v1_212cbd811103fbd297e826036fb411b7d9f042a7b6bfccbe74314e6abcbbcab4,democrat
181,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_65e456ae0e85d29b5f6fae87384689318b8782c8219b28098425054ea2a5f779,art_v1_43e4c5e9c7bb58d841712ffacb7309830bfa1722725e57b40093dba1d380e173,democrat
182,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_0ef2ee1344e3c6a5599ed7d907a77c2a175c0832d4035e6b8634a31a288200f8,art_v1_904a4d5902c32cdaaa3a890f7edb5b368934b24129bab51f3f8ed4162fd3e59e,democrat
183,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2e755a1906b9e2943f6e6e97078538dfd1e93597d9f40b395e7c649019a1fb4a,art_v1_8286921db49f4368e16b6f14335dc2a500f9707d793e2e724163535ff60cca82,democrat
184,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_37d02d05b97ea0883f1a1412fde884f99f710bce183087812b008ebdc12b47b6,art_v1_8286921db49f4368e16b6f14335dc2a500f9707d793e2e724163535ff60cca82,democrat
185,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_6818ee650d2b2bb68330d8da7ab715e1d3dd1a607ec92dbdfd360c6dbd4d50b3,art_v1_8286921db49f4368e16b6f14335dc2a500f9707d793e2e724163535ff60cca82,democrat
186,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_ff193dfa15d6dac343b1b24ba33971fa40c360e7b3c5793ded37a9f616a8391a,art_v1_5ef2114dad33e0a5c77fa4ee0f2e40e773317cb1b1785541ac185b992386ed1b,democrat
187,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_d6d1ccc23ca93f6e720f72a28247f21b786ae0560d24bb41974c1bc39e9d9df5,art_v1_02f570874628314db8b69f6805724d330a6f34e0b991038faf069353fa7307e1,democrat
188,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_613f7452e5c4d1bcc7d9f2958c1620948d6094d260789d5735149257129dead6,art_v1_02f570874628314db8b69f6805724d330a6f34e0b991038faf069353fa7307e1,democrat
189,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e9f9df94253d012db431517cd31fcfab5c244a9dced9610742eb3f1e32ce8919,art_v1_02f570874628314db8b69f6805724d330a6f34e0b991038faf069353fa7307e1,democrat
190,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_248b7d7a021a09122ba4b5d86f8898095079419b0fc9b94806bc43e1bfc484dd,art_v1_b6da88f935ecabd20d0831b6ec7b50dd2b446a549c754d2a983418f08e4abf5f,democrat
191,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_175441ad356ff2962d216d0556359d528d129ee6e30a2f18df94f7bae3be7946,art_v1_b6da88f935ecabd20d0831b6ec7b50dd2b446a549c754d2a983418f08e4abf5f,democrat
192,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c2d200e5f336a678e65b448c29e8ca62f327834036b9fa2298809da4995cefc2,art_v1_49715ed0bbdb1089c6967f98cdebac8f7c51f6e66827b085ae009e29527ed076,democrat
193,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_581a5818a234b8bc39ee10f4c3277fb100822647a989ca15a542aa5ae7af4cb2,art_v1_a849633822d888da9821a4cbdbd7f9b28130d3a70ac58ab40a82c7d8e96fb3d8,republican
194,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_a2e543a8487d990455182fc227c05db149679c833af2eaf5e322e586c6669f08,art_v1_a849633822d888da9821a4cbdbd7f9b28130d3a70ac58ab40a82c7d8e96fb3d8,republican
195,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_4083c55c9074a478bef414ba78b3b2e65da7a4d1b5d5384df37379bc5e68d39f,art_v1_fac49fcfe10527613b298ef4724fef681734ff7aa1102560c9d756a61b16e3d4,democrat
196,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_c67443c9b77a92004a247eec817f16aa76226d6d43f36663e315b9be9d452e79,art_v1_4ce4640f44017d319dde41f475bd95b94ef5f5e387d23d7928d325a31abf00a9,democrat
197,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7464af021dea1bf8556f46cae016b5205495d03cff2496d966d9c38206188f5d,art_v1_b057d8fe2878b6adb9ec5060ed60aa00a86d2794554d8bcb085ec7a71f80f6cd,republican
198,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e3f3098e85c64f50616a7b5bfcd14fef022a5e02ca829ea7a053647ed7cdf77e,art_v1_f0635b9cd4a226c42da4a2d7961129c42ad1cb89f886a8729ccfaddb1b8f84b3,democrat
199,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_453c4ce9b0877e377e466067b62f48dc945d0ee70d7376c6e9d6c611daee32d4,art_v1_86c633e8f5f8419f66542933439aadacd61eea4b7f01810ebda8481871aa6ba5,democrat
200,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_e66cd643a4018a46f646296ee46ef9bb13ea711e94ad14c9b6221ec0d58610e0,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,republican
201,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_7d92ac18d3bdc7b7872387bf4c6bebdbb86ea0d005a71800ada6d0d431eeb06f,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,republican
202,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_fa37ecff2723bdb3156563dcb1b094f486c558dc3a417754d80c2a80b5cbfeb3,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,republican
203,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_2afc832bf6a20565dd8f261cb6ea323abf04143c2aedd1910e44bdcbd7ddfebd,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,republican
204,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b30e5ff872f61165c99a18afc42edf92f31749ba74b6fcc345952981a993a9eb,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,democrat
205,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b4a8b9aee32ff279c6b3624e8702d5610be218259c41be8b0a4767de993cffbe,art_v1_875addd3567689a0e987236effe3944d0e6ca73addf15cd98ce883d2d01ed2b1,democrat
206,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_593370588f1f1e71936c618bad8257685abee191c267a388b39c154b8c174242,art_v1_ba8fe623ba7bec45e2e69559f370c8459a918acb5decf22bc41421b007f12b10,republican
207,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_1a7ca19d4143712d497ec9f10060a2ab5e4618869dbe49ac5ced18417d91565f,art_v1_ba8fe623ba7bec45e2e69559f370c8459a918acb5decf22bc41421b007f12b10,democrat
208,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_acaf45d2f669b131f8321bcb629eba8eabe58b2d29371ef8568b4d5c727ad3b2,art_v1_906a28b645f8c23afe6332e1f8738342288c37c337559e4b7375e75794360dad,republican
209,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_75292e28c960c91ed53db41114cb97f796027d0723b82d54674d68e4b3feb516,art_v1_906a28b645f8c23afe6332e1f8738342288c37c337559e4b7375e75794360dad,republican
210,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_9a47a2defbc713add80ae6f04b02f8d690d2f185a99f7c6f4c098afd5cadcadb,art_v1_906a28b645f8c23afe6332e1f8738342288c37c337559e4b7375e75794360dad,democrat
211,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_193d3d13fea8abe651a82b24f90ee3dd26d793bf5b1ad1c993d5da2e58d632d0,art_v1_117d15d67f5818af8d57fc519955c2606d014b9ebfc9d3eefc5b0d09066be0cd,republican
212,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_cdc83ae02be693b5d47602b4f6bfc378ad585b903d5dd15c5ce4ea5175b13605,art_v1_117d15d67f5818af8d57fc519955c2606d014b9ebfc9d3eefc5b0d09066be0cd,republican
213,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_493032f016a1245347363d9730f14fa45256b46f02b76d174d0640925cdf9620,art_v1_dd131b454324a290f72b36a9a2953509e285736655d53504b1bcf267f7e4f9f4,republican
214,title_primary_body_v1,article_cleaned_sentence_v1,sent_v1_b8f5da1a19a1a29a10e0453ad922afea14aad61bb575b165981aec3fd23ac62e,art_v1_a9c6e837f4daa416aaa74519302700b936b21fdf4c9ac77c3da66f4c8d369129,republican
